"Area","Species","Trap_type","Bait","Line","Date","Month","trap_id","Season","Time_taken"
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit,Peanut butter,Terracotta Lures","G line",2025-05-04,"May","24367496","Autumn",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Fresh Rabbit,Goodnature Cinnamon pre feed","R Line",2024-08-26,"August","18395668","Winter",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","None","E Line",2024-03-22,"March","6303499","Autumn",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit,Lure,Peanut butter,Terracotta Lures","G line",2025-05-04,"May","15128698","Autumn",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Mayo","G line",2024-01-10,"January","15128698","Summer",NA
"Arataki Gateway Sanctuary","Rat - Ship","Snap E Rat","Peanut butter","A Line",2024-05-19,"May","24442915","Autumn",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Fresh Rabbit","B line",2025-06-13,"June","17524037","Winter",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit","E Line",2025-06-24,"June","24208365","Winter",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit,Peanut butter,Terracotta Lures","G line",2025-05-04,"May","15128707","Autumn",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit","E Line",2025-01-29,"January","6303046","Summer",NA
"Arataki Gateway Sanctuary","Rat","Snap E Rat","Peanut butter","E Line",2024-12-02,"December","24442893","Summer",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit,Mayo,Terracotta Lures","G line",2025-06-07,"June","15128711","Winter",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit,Mayo,Terracotta Lures","G line",2025-06-07,"June","15128707","Winter",NA
"Arataki Gateway Sanctuary","Stoat","Snap E Rat","Peanut butter","J line",2024-12-10,"December","25824151","Summer",NA
"Arataki Gateway Sanctuary","Rat - Ship","Snap E Rat","Peanut butter","A Line",2024-05-19,"May","23407511","Autumn",NA
"Arataki Gateway Sanctuary","Rat - Norway","DOC 200","Dehydrated Rabbit","E Line",2025-06-11,"June","23708089","Winter",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit","E Line",2025-06-24,"June","23708089","Winter",NA
"Arataki Gateway Sanctuary","Rat - Ship","Snap E Rat","Peanut butter","A Line",2025-03-15,"March","24842729","Autumn",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Mayo","G line",2024-01-10,"January","15128698","Summer",NA
"Arataki Gateway Sanctuary","Rat","Snap E Rat","Peanut butter","E Line",2024-08-06,"August","24442893","Winter",NA
"Arataki Gateway Sanctuary","Rat - Ship","DOC 200","Peanut butter","A Line",2024-05-19,"May","7442550","Autumn",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","None","E Line",2024-06-08,"June","6303046","Winter",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit","J line",2025-02-16,"February","25824152","Summer",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit","E Line",2025-06-11,"June","6287099","Winter",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Fresh Rabbit","B line",2025-06-13,"June","17523549","Winter",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Fresh Rabbit,Goodnature Cinnamon pre feed","R Line",2024-08-26,"August","19208401","Winter",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Fresh Rabbit","B line",2025-06-13,"June","17523705","Winter",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Peanut butter","J line",2024-11-01,"November","25824152","Spring",NA
"Arataki Gateway Sanctuary","Possum","Flipping Timmy","Fresh Rabbit,Mayo","R Line",2024-05-11,"May","19207808","Autumn",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Fresh Rabbit","B line",2025-06-13,"June","17523624","Winter",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Fresh Rabbit","B line",2025-05-04,"May","17523624","Autumn",NA
"Arataki Gateway Sanctuary","Possum","Flipping Timmy","Fresh fruit","E Line",2024-04-13,"April","24442900","Autumn",NA
"Arataki Gateway Sanctuary","Rat","Timms","Dehydrated Rabbit","C Line",2023-04-10,"April","6942143","Autumn",NA
"Arataki Gateway Sanctuary","Rat","Snap E Rat","Peanut butter","A Line",2025-06-08,"June","23407511","Winter",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Peanut butter,Salted Rabbit","C Line",2024-09-07,"September","22959545","Spring",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Fresh Rabbit","G line",2023-10-07,"October","15128691","Spring",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Fresh Rabbit","G line",2023-11-04,"November","15128691","Spring",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Fresh Rabbit","",2023-11-04,"November","15128696","Spring",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Mayo","",2024-01-10,"January","15128696","Summer",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Fresh Rabbit","G line",2023-10-07,"October","15128698","Spring",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Fresh Rabbit","G line",2023-11-04,"November","15128698","Spring",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Fresh Rabbit","G line",2023-10-07,"October","15128707","Spring",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Fresh Rabbit","G line",2023-10-07,"October","15128711","Spring",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Fresh Rabbit","G line",2023-11-04,"November","15128711","Spring",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","None","G line",2024-01-10,"January","15128711","Summer",NA
"Arataki Gateway Sanctuary","Rat - Ship","DOC 200","Fresh Rabbit,Mayo","R Line",2024-05-11,"May","19208401","Autumn",NA
"Arataki Gateway Sanctuary","Rat","Snap E Rat","Peanut butter","A Line",2025-06-08,"June","24442912","Winter",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit,Peanut butter","G line",2024-08-25,"August","15128698","Winter",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit,Peanut butter","G line",2024-08-25,"August","15128691","Winter",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","None","B line",2024-02-17,"February","17523929","Summer",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","None","R Line",2023-08-12,"August","18395668","Winter",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit","R Line",2023-09-02,"September","18395668","Spring",NA
"Arataki Gateway Sanctuary","Rat - Ship","Snap E Rat","Peanut butter","A Line",2024-08-04,"August","24842729","Winter",NA
"Arataki Gateway Sanctuary","Rat","Snap E Rat","Peanut butter","E Line",2025-02-16,"February","24442893","Summer",NA
"Arataki Gateway Sanctuary","Rat - Ship","Snap E Rat","Peanut butter","A Line",2024-08-04,"August","23407511","Winter",NA
"Arataki Gateway Sanctuary","Rat - Ship","Snap E Rat","Peanut butter","A Line",2024-08-04,"August","24843190","Winter",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Peanut butter","R Line",2023-09-19,"September","19207779","Spring",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Peanut butter","R Line",2023-09-23,"September","19207779","Spring",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit","R Line",2023-09-02,"September","19207937","Spring",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Fresh Rabbit","R Line",2023-11-08,"November","19207937","Spring",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","None","R Line",2024-01-23,"January","19207937","Summer",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit","R Line",2023-09-02,"September","19208401","Spring",NA
"Arataki Gateway Sanctuary","Rat - Norway","DOC 200","Fresh Rabbit","A Line",2024-08-04,"August","22270078","Winter",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Peanut butter","B line",2024-08-29,"August","17523705","Winter",NA
"Arataki Gateway Sanctuary","Rat - Kiore","Snap E Rat","None","A Line",2024-02-18,"February","23407511","Summer",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Peanut butter","B line",2024-08-29,"August","17523624","Winter",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit,Mayo","B line",2024-11-19,"November","17523705","Spring",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit,Mayo,Whole egg","B line",2024-11-18,"November","17524037","Spring",NA
"Arataki Gateway Sanctuary","Stoat","DOC 200","Fresh Rabbit","A Line",2024-03-23,"March","7441487","Autumn",NA
"Arataki Gateway Sanctuary","Rat - Ship","Snap E Rat","None","A Line",2024-03-23,"March","23407511","Autumn",NA
"Arataki Gateway Sanctuary","Rat - Norway","DOC 200","Mayo","A Line",2024-02-18,"February","7442550","Summer",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Fresh Rabbit,Mayo","A Line",2023-12-18,"December","7442964","Summer",NA
"Arataki Gateway Sanctuary","Stoat","DOC 200","Mayo","A Line",2024-02-18,"February","22270078","Summer",NA
"Arataki Gateway Sanctuary","Rat - Ship","Snap E Rat","Mayo","A Line",2024-04-07,"April","23407511","Autumn",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","None","E Line",2024-05-18,"May","6303499","Autumn",NA
"Arataki Gateway Sanctuary","Stoat","DOC 200","Fresh Rabbit","A Line",2024-05-19,"May","22270078","Autumn",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Fresh Rabbit,Peanut butter","G line",2024-04-26,"April","15128711","Autumn",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Fresh Rabbit,Peanut butter","G line",2024-04-26,"April","15128698","Autumn",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Fresh Rabbit,Peanut butter","G line",2024-04-26,"April","15128707","Autumn",NA
"Arataki Gateway Sanctuary","Rat - Ship","DOC 200","NZAT Lure - Original","R Line",2024-07-25,"July","23045397","Winter",NA
"Arataki Gateway Sanctuary","Rat","Snap E Rat","Peanut butter","E Line",2025-06-11,"June","24442893","Winter",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit","E Line",2025-04-10,"April","24208365","Autumn",NA
"Arataki Gateway Sanctuary","Rat - Ship","Snap E Rat","Peanut butter","A Line",2024-05-19,"May","24842729","Autumn",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit","E Line",2025-04-22,"April","24208365","Autumn",NA
"Arataki Gateway Sanctuary","Rat","Snap E Rat","Peanut butter","E Line",2024-05-11,"May","24442893","Autumn",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Fresh Rabbit","F Line",2024-08-28,"August","23166223","Winter",NA
"Arataki Gateway Sanctuary","Possum","Flipping Timmy","Fresh fruit","E Line",2024-11-03,"November","24687634","Spring",NA
"Arataki Gateway Sanctuary","Rat - Ship","DOC 200","Peanut butter","A Line",2024-05-19,"May","22272868","Autumn",NA
"Arataki Gateway Sanctuary","Rat - Ship","DOC 200","Mayo,Other (please specify)","B line",2025-01-28,"January","23496559","Summer",NA
"Arataki Gateway Sanctuary","Rat - Ship","DOC 200","Mayo,Other (please specify)","B line",2025-01-28,"January","17523624","Summer",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit","F Line",2024-11-25,"November","5068249","Spring",NA
"Arataki Gateway Sanctuary","Rat","Snap E Rat","Peanut butter","E Line",2025-04-22,"April","24560796","Autumn",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit","C Line",2025-05-05,"May","22959545","Autumn",NA
"Arataki Gateway Sanctuary","Rat","Victor","Peanut butter","C Line",2024-09-22,"September","22957481","Spring",NA
"Arataki Gateway Sanctuary","Rat","Victor","Peanut butter","C Line",2024-11-19,"November","22957481","Spring",NA
"Arataki Gateway Sanctuary","Rat","Victor","Peanut butter","C Line",2024-09-07,"September","22957158","Spring",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","None","E Line",2024-07-06,"July","6287099","Winter",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit","C Line",2025-06-05,"June","22959545","Winter",NA
"Arataki Gateway Sanctuary","Rat","Victor","Peanut butter","C Line",2024-08-25,"August","22957158","Winter",NA
"Arataki Gateway Sanctuary","Rat - Ship","DOC 200","Mayo,Other (please specify)","B line",2025-01-28,"January","17524037","Summer",NA
"Arataki Gateway Sanctuary","Rat - Kiore","DOC 200","Dehydrated Rabbit,Mayo","R Line",2025-01-17,"January","19208401","Summer",NA
"Arataki Gateway Sanctuary","Rat","Snap E Rat","Peanut butter","J line",2024-07-20,"July","25824150","Winter",NA
"Arataki Gateway Sanctuary","Rat","Snap E Rat","Peanut butter","E Line",2024-07-20,"July","24442893","Winter",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit","E Line",2025-04-10,"April","6303286","Autumn",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","None","E Line",2024-07-06,"July","6303046","Winter",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Fresh Rabbit,Mayo","R Line",2024-03-30,"March","19208401","Autumn",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","None","E Line",2024-07-06,"July","24208365","Winter",NA
"Arataki Gateway Sanctuary","Rat","Snap E Rat","Peanut butter","E Line",2024-08-11,"August","24560796","Winter",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Fresh Rabbit","G line",2024-04-06,"April","24367496","Autumn",NA
"Arataki Gateway Sanctuary","Rat","Snap E Rat","Peanut butter","J line",2024-11-12,"November","25824151","Spring",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Fresh Rabbit,Peanut butter","G line",2024-04-26,"April","24367496","Autumn",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit","J line",2025-04-23,"April","25824152","Autumn",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit,Lure,Peanut butter","G line",2025-03-22,"March","24367496","Autumn",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit,Lure,Peanut butter","G line",2025-03-22,"March","15128691","Autumn",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Fresh Rabbit","F Line",2024-02-20,"February","5068249","Summer",NA
"Arataki Gateway Sanctuary","Stoat","DOC 200","Dehydrated Rabbit","A Line",2024-12-07,"December","22272868","Summer",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","None","B line",2025-02-19,"February","17523705","Summer",NA
"Arataki Gateway Sanctuary","Rat","Snap E Rat","Peanut butter","E Line",2024-09-02,"September","24442822","Spring",NA
"Arataki Gateway Sanctuary","Possum","Flipping Timmy","Terracotta Lures","R Line",2024-03-30,"March","18395837","Autumn",NA
"Arataki Gateway Sanctuary","Possum","Flipping Timmy","Fresh fruit","E Line",2025-04-10,"April","24687634","Autumn",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit,Mayo,Rabbit blood","B line",2025-03-03,"March","17524037","Autumn",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Fresh Rabbit","B line",2025-05-04,"May","23496559","Autumn",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Fresh Rabbit","F Line",2024-05-08,"May","23166223","Autumn",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit,Whole egg","F Line",2025-04-09,"April","5068249","Autumn",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit,Egg - fake,Whole egg","F Line",2025-06-03,"June","5068249","Winter",NA
"Arataki Gateway Sanctuary","Rat","Snap E Rat","Peanut butter","E Line",2025-01-05,"January","24442893","Summer",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit,Egg - fake,Whole egg","F Line",2025-06-03,"June","23166223","Winter",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Fresh Rabbit","B line",2024-05-02,"May","17523705","Autumn",NA
"Arataki Gateway Sanctuary","Possum","Flipping Timmy","Fresh fruit","E Line",2025-01-05,"January","24687634","Summer",NA
"Arataki Gateway Sanctuary","Possum","Flipping Timmy","Fresh Rabbit,Mayo","R Line",2024-05-11,"May","19207808","Autumn",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit","E Line",2025-01-05,"January","24208365","Summer",NA
"Arataki Gateway Sanctuary","Rat","Snap E Rat","Peanut butter","A Line",2025-02-01,"February","23407511","Summer",NA
"Arataki Gateway Sanctuary","Rat - Ship","DOC 200","Dehydrated Rabbit,Mayo,Rabbit blood","R Line",2025-02-02,"February","23045397","Summer",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit","R Line",2025-06-07,"June","19208401","Winter",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit","R Line",2025-06-07,"June","23045013","Winter",NA
"Arataki Gateway Sanctuary","Rat - Ship","DOC 200","Dehydrated Rabbit,Mayo,Rabbit blood","R Line",2025-02-02,"February","18395668","Summer",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit","C Line",2024-12-29,"December","6942215","Summer",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit","R Line",2025-06-08,"June","18395668","Winter",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit","E Line",2025-06-02,"June","6287099","Winter",NA
"Arataki Gateway Sanctuary","Possum","Flipping Timmy","None","E Line",2025-05-02,"May","24687634","Autumn",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","None","C Line",2024-01-19,"January","6942215","Summer",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","None","C Line",2022-08-20,"August","6942215","Winter",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit","E Line",2025-05-02,"May","6303046","Autumn",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","Dehydrated Rabbit","E Line",2025-05-02,"May","6287099","Autumn",NA
"Arataki Gateway Sanctuary","Rat","DOC 200","None","C Line",2022-04-23,"April","6942215","Autumn",NA
"Waitākere Wasps","Other","Unspecified","Other (please specify)","",2023-04-18,"April","16870847","Autumn",NA
"Waitākere Wasps","Other","Unspecified","Other (please specify)","",2023-03-17,"March","16870847","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2022-05-06,"May","3183173","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","KBL Tunnel Trap","None","",2025-04-01,"April","18468098","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2024-05-06,"May","7290371","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","KMT North Line",2024-12-17,"December","14877736","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Blood","",2021-12-02,"December","500527","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2021-05-11,"May","3183173","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","KMT North Line",2024-06-22,"June","14877736","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2023-12-27,"December","21865471","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2021-07-21,"July","3183173","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Blood","",2022-08-25,"August","3183173","Winter",NA
"Cornwallis Beach & Cross Peninsula","Stoat","DOC 200","None","",2023-12-28,"December","386432","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2021-04-19,"April","3183173","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2024-02-27,"February","21865471","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2024-10-06,"October","1491435","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Chocolate","",2018-08-25,"August","500527","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","None","",2024-02-28,"February","375684","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Stoat Lure","",2023-02-13,"February","3183173","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","main line",2024-05-23,"May","14383145","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2022-05-10,"May","500527","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Stoat","DOC 200","None","",2024-02-28,"February","527109","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2020-11-04,"November","500527","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Whole egg","",2018-08-09,"August","514689","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2024-02-14,"February","514689","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Other (please specify)","",2019-09-07,"September","514689","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","T-Rex Rat Trap","None","",2023-12-27,"December","18470749","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2024-04-08,"April","514689","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","main line",2024-10-19,"October","14383145","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2019-12-22,"December","514689","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2020-03-25,"March","514689","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Stoat","A24","Mustelid and Cat Lure","",2018-05-29,"May","514689","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","None","",2020-05-23,"May","1694263","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","None","",2021-12-28,"December","470528","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Whole egg","",2019-08-19,"August","514689","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Other (please specify)","",2019-03-23,"March","514689","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2024-04-24,"April","514689","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2019-09-23,"September","500527","Spring",NA
"Cornwallis Beach & Cross Peninsula","Hedgehog","DOC 200","None","",2024-04-29,"April","288812","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2024-02-10,"February","275427","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","None","",2024-05-05,"May","3307773","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","Goodnature Cinnamon pre feed","",2024-02-11,"February","275420","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2024-02-27,"February","21865327","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Whole egg","",2019-06-22,"June","514689","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","None","",2023-04-21,"April","1482047","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","None","FMTC",2025-06-19,"June","32251781","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","None","",2020-09-16,"September","1694263","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Goodnature Stoat Lure","",2020-07-27,"July","514689","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","T-Rex Rat Trap","None","",2023-11-29,"November","18470749","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2021-12-10,"December","514689","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","T-Rex Rat Trap","None","",2024-04-09,"April","18470749","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Stoat","DOC 200","None","",2024-02-28,"February","375651","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2024-04-29,"April","18467713","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2020-08-22,"August","514689","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","None","",2024-05-13,"May","4242400","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Stoat","A24","None","",2019-04-04,"April","500527","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","None","",2024-04-09,"April","3307760","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","Whole egg","",2019-06-18,"June","500527","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","T-Rex Rat Trap","None","",2025-06-08,"June","25585909","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2024-05-24,"May","21865471","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","main line",2019-09-28,"September","288821","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","None","main line",2025-01-12,"January","288815","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","KMT North Line",2024-03-22,"March","4908354","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","T-Rex Rat Trap","None","",2024-09-03,"September","24728559","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2024-07-28,"July","275427","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2024-07-21,"July","3048727","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","None","",2019-10-01,"October","1694263","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","T-Rex Rat Trap","None","",2024-05-07,"May","24106379","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","T-Rex Rat Trap","None","KK Line",2025-04-25,"April","23966904","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","T-Rex Rat Trap","None","",2024-05-23,"May","18470749","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","KBL Tunnel Trap","None","",2024-05-19,"May","19239335","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","None","",2021-01-20,"January","527114","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","KK Line",2024-06-27,"June","13528915","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","KBL Tunnel Trap","None","",2024-01-07,"January","19204776","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","T-Rex Rat Trap","None","Cornwallis A (CWA)",2024-05-24,"May","23667231","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","T-Rex Rat Trap","None","bach line",2025-02-12,"February","18658842","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2020-09-28,"September","3048727","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","None","",2025-02-09,"February","3307792","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","None","",2019-12-21,"December","1694263","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","None","",2019-10-18,"October","1694263","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","A24","None","",2024-04-24,"April","15374827","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","None","",2019-11-26,"November","1694263","Spring",NA
"Cornwallis Beach & Cross Peninsula","Rat","T-Rex Rat Trap","None","Cornwallis A (CWA)",2024-05-23,"May","23357609","Autumn",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","None","",2024-06-03,"June","1482047","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","Rat trap","None","",2024-06-06,"June","25184361","Winter",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","None","Cornwallis A (CWA)",2024-02-07,"February","23327619","Summer",NA
"Cornwallis Beach & Cross Peninsula","Rat","DOC 200","None","",2019-10-03,"October","1694263","Spring",NA
